Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m)
819,DZ-344,District ZERO,Industrial,Mini,Lowrise,Far,Far,8,7,3042,35,43,829,943
819,DZ-351,District ZERO,Industrial,Mini,Lowrise,Far,Far,8,6,2413,32,40,979,830
819,DZ-369,District ZERO,Industrial,Mini,Lowrise,Far,Far,8,6,2872,32,40,1151,647
852,FL-20,Flashing Lights,Residential,Micro,Lowrise,Medium,Far,10,8,1562,41,51,316,1078
852,FL-79,Flashing Lights,Residential,Micro,Lowrise,Medium,Far,17,13,1440,69,86,345,1369
852,FL-131,Flashing Lights,Residential,Micro,Lowrise,Medium,Far,17,13,2010,69,86,336,1380
852,FL-155,Flashing Lights,Residential,Micro,Lowrise,Medium,Far,13,11,2044,56,69,344,1351
856,LM-260,Little Meow,Residential,Micro,Lowrise,Medium,Medium,5,4,2053,20,25,572,544
856,LM-267,Little Meow,Residential,Micro,Lowrise,Medium,Medium,2,2,2260,10,12,504,577
858,TG-235,Tranquility Gardens,Industrial,Mini,Lowrise,Far,Far,9,7,3152,38,47,2821,1305
858,TG-238,Tranquility Gardens,Industrial,Mini,Lowrise,Far,Far,11,9,3135,47,58,3717,1124
858,TG-244,Tranquility Gardens,Industrial,Mini,Lowrise,Far,Far,8,6,2433,33,41,2837,1355
858,TG-245,Tranquility Gardens,Industrial,Mini,Lowrise,Far,Far,9,7,3428,39,48,2790,1381
858,TG-441,Tranquility Gardens,Industrial,Mini,Lowrise,Far,Far,9,7,2816,36,45,3384,734
858,TG-455,Tranquility Gardens,Industrial,Mini,Lowrise,Far,Far,11,9,2953,48,59,3390,657
864,LM-109,Little Meow,Commercial,Nano,Lowrise,Far,Close,4,3,1031,16,20,1956,275
864,LM-118,Little Meow,Commercial,Nano,Lowrise,Far,Close,2,2,1024,12,14,1837,292
864,LM-120,Little Meow,Commercial,Nano,Lowrise,Far,Close,4,3,1054,16,20,1910,220
864,LM-123,Little Meow,Commercial,Nano,Lowrise,Far,Close,5,4,1075,23,28,1866,224
864,LM-128,Little Meow,Commercial,Nano,Lowrise,Far,Close,4,3,1037,16,20,1798,236
864,LM-132,Little Meow,Commercial,Nano,Lowrise,Far,Close,7,5,742,29,36,1834,145
864,LM-137,Little Meow,Commercial,Nano,Lowrise,Far,Close,5,4,773,23,28,1747,146
864,LM-139,Little Meow,Commercial,Nano,Lowrise,Far,Close,6,5,740,25,31,1811,118
864,LM-140,Little Meow,Commercial,Nano,Lowrise,Far,Close,4,3,744,17,21,1774,116
864,LM-145,Little Meow,Commercial,Nano,Lowrise,Far,Close,4,4,484,20,24,1753,91
864,LM-147,Little Meow,Commercial,Nano,Lowrise,Far,Close,5,4,772,20,25,1709,101
864,LM-205,Little Meow,Commercial,Nano,Lowrise,Far,Close,4,4,1003,20,24,957,137
864,LM-206,Little Meow,Commercial,Nano,Lowrise,Far,Close,4,3,1192,16,20,946,155
877,FL-12,Flashing Lights,Commercial,Micro,Lowrise,Far,Medium,5,4,2104,20,25,951,541
878,FL-23,Flashing Lights,Residential,Micro,Lowrise,Far,Close,5,4,1525,22,27,2306,137
878,FL-25,Flashing Lights,Residential,Micro,Lowrise,Far,Close,5,4,1538,20,25,2268,142
878,FL-26,Flashing Lights,Residential,Micro,Lowrise,Far,Close,6,5,1544,26,32,2249,144
878,FL-27,Flashing Lights,Residential,Micro,Lowrise,Far,Close,4,3,1387,16,20,2231,145
878,FL-35,Flashing Lights,Residential,Micro,Lowrise,Far,Close,7,6,1508,31,38,2306,175
878,FL-36,Flashing Lights,Residential,Micro,Lowrise,Far,Close,4,3,1518,17,21,2286,190
878,FL-37,Flashing Lights,Residential,Micro,Lowrise,Far,Close,4,3,1537,17,21,2248,222
878,FL-38,Flashing Lights,Residential,Micro,Lowrise,Far,Close,5,4,1385,21,26,2230,228
878,FL-43,Flashing Lights,Residential,Micro,Lowrise,Far,Close,15,12,2079,62,77,1491,277
878,FL-186,Flashing Lights,Residential,Micro,Lowrise,Far,Close,4,3,1470,17,21,2716,121
878,FL-187,Flashing Lights,Residential,Micro,Lowrise,Far,Close,6,5,1469,25,31,2699,136
878,FL-188,Flashing Lights,Residential,Micro,Lowrise,Far,Close,4,3,1468,17,21,2682,152
878,FL-189,Flashing Lights,Residential,Micro,Lowrise,Far,Close,4,3,1432,16,20,2665,168
878,FL-199,Flashing Lights,Residential,Micro,Lowrise,Far,Close,5,4,1581,23,28,2697,114
878,FL-200,Flashing Lights,Residential,Micro,Lowrise,Far,Close,5,4,1317,23,28,2677,133
878,FL-201,Flashing Lights,Residential,Micro,Lowrise,Far,Close,4,3,1383,17,21,2659,147
894,LM-236,Little Meow,Residential,Micro,Lowrise,Medium,Far,6,5,1992,28,34,431,1005
894,LM-237,Little Meow,Residential,Micro,Lowrise,Medium,Far,4,3,1666,16,20,350,1104
894,LM-240,Little Meow,Residential,Micro,Lowrise,Medium,Far,8,6,2016,32,40,420,1005
894,LM-241,Little Meow,Residential,Micro,Lowrise,Medium,Far,4,4,1367,20,24,347,1096
894,LM-245,Little Meow,Residential,Micro,Lowrise,Medium,Far,11,9,2039,46,57,409,1005
894,LM-262,Little Meow,Residential,Micro,Lowrise,Medium,Far,4,3,2187,16,20,326,1040
894,LM-270,Little Meow,Residential,Micro,Lowrise,Medium,Far,4,3,1952,16,20,317,1020
901,DZ-642,District ZERO,Commercial,Mini,Lowrise,Medium,Medium,4,3,2505,16,20,311,309
902,NS-712,North Star,Industrial,Mini,Lowrise,Far,Medium,12,9,2537,49,61,2078,482
902,NS-735,North Star,Industrial,Mini,Lowrise,Far,Medium,12,10,3094,52,64,1729,588
902,NS-784,North Star,Industrial,Mini,Lowrise,Far,Medium,8,6,3034,32,40,2029,499
902,NS-785,North Star,Industrial,Mini,Lowrise,Far,Medium,6,5,3091,27,33,1879,519
902,NS-812,North Star,Industrial,Mini,Lowrise,Far,Medium,12,9,3530,49,61,1481,314
902,NS-819,North Star,Industrial,Mini,Lowrise,Far,Medium,13,10,2817,52,65,1798,369
902,NS-853,North Star,Industrial,Mini,Lowrise,Far,Medium,11,8,2537,44,55,902,524
902,NS-867,North Star,Industrial,Mini,Lowrise,Far,Medium,8,6,3041,32,40,1065,365
902,NS-869,North Star,Industrial,Mini,Lowrise,Far,Medium,11,9,2554,45,56,907,464
911,HH-385,Haven Heights,Industrial,Mini,Lowrise,Far,Medium,6,5,2535,26,32,1743,305
911,HH-386,Haven Heights,Industrial,Mini,Lowrise,Far,Medium,4,3,2533,19,23,1704,348
911,HH-387,Haven Heights,Industrial,Mini,Lowrise,Far,Medium,4,3,2531,16,20,1665,388
911,HH-388,Haven Heights,Industrial,Mini,Lowrise,Far,Medium,5,4,2507,22,27,1627,427
911,HH-771,Haven Heights,Industrial,Mini,Lowrise,Far,Medium,4,3,2963,16,20,998,585
911,HH-891,Haven Heights,Industrial,Mini,Lowrise,Far,Medium,7,6,2815,30,37,653,435
911,HH-914,Haven Heights,Industrial,Mini,Lowrise,Far,Medium,4,3,2938,16,20,624,517
918,FL-191,Flashing Lights,Commercial,Nano,Lowrise,Far,Medium,4,3,1065,19,23,2382,305
918,FL-245,Flashing Lights,Commercial,Nano,Lowrise,Far,Medium,4,3,1062,17,21,3179,331
920,LM-228,Little Meow,Commercial,Micro,Lowrise,Far,Medium,10,8,1303,43,53,743,453
920,LM-229,Little Meow,Commercial,Micro,Lowrise,Far,Medium,4,3,1341,16,20,731,509
920,LM-239,Little Meow,Commercial,Micro,Lowrise,Far,Medium,4,4,1541,20,24,746,355
920,LM-243,Little Meow,Commercial,Micro,Lowrise,Far,Medium,4,3,1541,16,20,720,360
924,FL-193,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1066,17,21,2381,285
924,FL-194,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,4,1062,20,24,2443,249
924,FL-195,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1068,16,20,2380,266
924,FL-198,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,4,987,20,24,2379,247
924,FL-206,Flashing Lights,Residential,Nano,Lowrise,Far,Close,5,4,870,20,25,3336,116
924,FL-207,Flashing Lights,Residential,Nano,Lowrise,Far,Close,5,4,995,23,28,3277,102
924,FL-209,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1167,17,21,3335,133
924,FL-212,Flashing Lights,Residential,Nano,Lowrise,Far,Close,6,5,1167,25,31,3335,152
924,FL-213,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1170,18,22,3276,141
924,FL-214,Flashing Lights,Residential,Nano,Lowrise,Far,Close,9,7,1167,38,47,3335,172
924,FL-215,Flashing Lights,Residential,Nano,Lowrise,Far,Close,6,5,1172,27,33,3275,161
924,FL-217,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1173,19,23,3275,182
924,FL-218,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1114,17,21,3333,212
924,FL-220,Flashing Lights,Residential,Nano,Lowrise,Far,Close,9,7,920,36,45,3468,109
924,FL-221,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,946,18,22,3418,157
924,FL-222,Flashing Lights,Residential,Nano,Lowrise,Far,Close,6,5,1028,27,33,3181,252
924,FL-223,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1028,16,20,3118,245
924,FL-224,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,950,16,20,3467,104
924,FL-226,Flashing Lights,Residential,Nano,Lowrise,Far,Close,5,4,1062,23,28,3180,272
924,FL-227,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,4,1064,20,24,3118,264
924,FL-228,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,4,1098,20,24,3048,259
924,FL-229,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1135,17,21,3028,246
924,FL-230,Flashing Lights,Residential,Nano,Lowrise,Far,Close,6,5,1135,27,33,3008,227
924,FL-231,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1135,18,22,2988,207
924,FL-232,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1135,16,20,2968,187
924,FL-233,Flashing Lights,Residential,Nano,Lowrise,Far,Close,5,4,1103,22,27,2949,168
924,FL-235,Flashing Lights,Residential,Nano,Lowrise,Far,Close,7,5,950,28,35,3467,102
924,FL-237,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1062,18,22,3180,292
924,FL-238,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1065,16,20,3117,284
924,FL-240,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,951,17,21,3466,101
924,FL-241,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,4,984,20,24,3416,151
924,FL-243,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,952,16,20,3466,102
924,FL-244,Flashing Lights,Residential,Nano,Lowrise,Far,Close,6,5,985,28,34,3416,152
924,FL-248,Flashing Lights,Residential,Nano,Lowrise,Far,Close,6,5,1129,28,34,3026,249
924,FL-249,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1126,16,20,3006,229
924,FL-251,Flashing Lights,Residential,Nano,Lowrise,Far,Close,7,6,1118,31,38,2967,190
924,FL-252,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,1095,16,20,2947,170
924,FL-253,Flashing Lights,Residential,Nano,Lowrise,Far,Close,4,3,909,17,21,3415,154
962,SM-549,Space Mind,Commercial,Mini,Lowrise,Medium,Far,8,6,3037,32,40,341,1381
962,SM-598,Space Mind,Commercial,Mini,Lowrise,Medium,Far,9,7,2827,38,47,540,956
964,SM-259,Space Mind,Industrial,Micro,Lowrise,Medium,Far,8,6,2008,34,42,479,1440
965,LM-185,Little Meow,Residential,Micro,Lowrise,Far,Close,5,4,1220,20,25,994,188
965,LM-186,Little Meow,Residential,Micro,Lowrise,Far,Close,8,6,1221,32,40,983,205
965,LM-187,Little Meow,Residential,Micro,Lowrise,Far,Close,5,4,1221,22,27,973,222
965,LM-188,Little Meow,Residential,Micro,Lowrise,Far,Close,5,4,1222,23,28,963,241
969,LM-246,Little Meow,Residential,Nano,Lowrise,Medium,Far,4,3,1068,16,20,343,1089
969,LM-253,Little Meow,Residential,Nano,Lowrise,Medium,Far,8,7,768,35,43,337,1082
969,LM-256,Little Meow,Residential,Nano,Lowrise,Medium,Far,4,3,461,16,20,330,1078
972,DZ-441,District ZERO,Commercial,Mini,Lowrise,Medium,Far,4,3,3005,16,20,411,890
972,DZ-442,District ZERO,Commercial,Mini,Lowrise,Medium,Far,8,6,3237,32,40,384,913
972,DZ-443,District ZERO,Commercial,Mini,Lowrise,Medium,Far,4,3,3235,16,20,357,936
975,DZ-152,District ZERO,Industrial,Micro,Lowrise,Medium,Far,8,6,2267,32,40,347,1434
975,DZ-257,District ZERO,Industrial,Micro,Lowrise,Medium,Far,3,3,2247,15,18,385,1616
975,DZ-260,District ZERO,Industrial,Micro,Lowrise,Medium,Far,9,7,1852,39,48,477,1525
978,NS-717,North Star,Industrial,Mini,Lowrise,Far,Far,14,11,2598,57,71,1384,629
978,NS-718,North Star,Industrial,Mini,Lowrise,Far,Far,8,7,3433,36,44,893,851
978,NS-739,North Star,Industrial,Mini,Lowrise,Far,Far,11,9,2963,45,56,737,886
978,NS-827,North Star,Industrial,Mini,Lowrise,Far,Far,12,10,2923,50,62,758,662
982,HH-569,Haven Heights,Industrial,Mini,Lowrise,Far,Far,4,3,2545,16,20,796,1037
982,HH-745,Haven Heights,Industrial,Mini,Lowrise,Far,Far,4,3,2933,17,21,1001,686
982,HH-763,Haven Heights,Industrial,Mini,Lowrise,Far,Far,4,3,2963,16,20,999,635
985,LM-104,Little Meow,Commercial,Nano,Lowrise,Far,Medium,4,3,677,16,20,2044,408
985,LM-150,Little Meow,Commercial,Nano,Lowrise,Far,Medium,4,3,683,16,20,1014,507
985,LM-156,Little Meow,Commercial,Nano,Lowrise,Far,Medium,3,2,666,13,16,1001,555
985,LM-157,Little Meow,Commercial,Nano,Lowrise,Far,Medium,3,2,633,13,16,998,571
985,LM-167,Little Meow,Commercial,Nano,Lowrise,Far,Medium,4,3,719,16,20,965,483
985,LM-189,Little Meow,Commercial,Nano,Lowrise,Far,Medium,4,3,946,16,20,933,307
985,LM-190,Little Meow,Commercial,Nano,Lowrise,Far,Medium,4,3,979,16,20,926,324
985,LM-191,Little Meow,Commercial,Nano,Lowrise,Far,Medium,4,3,979,16,20,919,342
985,LM-192,Little Meow,Commercial,Nano,Lowrise,Far,Medium,4,3,979,17,21,913,360
985,LM-193,Little Meow,Commercial,Nano,Lowrise,Far,Medium,5,4,979,21,26,907,378
985,LM-195,Little Meow,Commercial,Nano,Lowrise,Far,Medium,2,2,1024,10,12,880,471
985,LM-217,Little Meow,Commercial,Nano,Lowrise,Far,Medium,4,3,1024,16,20,824,459
997,SM-142,Space Mind,Commercial,Mini,Lowrise,Far,Close,4,3,3082,16,20,2367,190
997,SM-156,Space Mind,Commercial,Mini,Lowrise,Far,Close,4,3,3097,19,23,1896,269
997,SM-163,Space Mind,Commercial,Mini,Lowrise,Far,Close,4,3,3104,19,23,1888,225
997,SM-164,Space Mind,Commercial,Mini,Lowrise,Far,Close,4,3,3022,16,20,1833,262
997,SM-179,Space Mind,Commercial,Mini,Lowrise,Far,Close,6,5,2611,25,31,1827,229
997,SM-312,Space Mind,Commercial,Mini,Lowrise,Far,Close,4,4,2421,20,24,1376,300
997,SM-329,Space Mind,Commercial,Mini,Lowrise,Far,Close,4,3,3403,17,21,1714,227
1004,SM-178,Space Mind,Industrial,Micro,Lowrise,Far,Close,11,8,2063,44,55,1883,190
1005,LM-26,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1469,16,20,2349,1342
1005,LM-37,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1433,16,20,2307,1284
1005,LM-38,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1432,16,20,2280,1286
1005,LM-40,Little Meow,Commercial,Micro,Lowrise,Far,Far,6,5,1271,27,33,2176,1287
1005,LM-70,Little Meow,Commercial,Micro,Lowrise,Far,Far,5,4,1282,21,26,2267,1004
1005,LM-77,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1730,16,20,2202,983
1005,LM-79,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1730,16,20,2202,955
1005,LM-82,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,2119,16,20,1736,770
1005,LM-91,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1916,16,20,1929,609
1005,LM-95,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1407,16,20,1798,608
1005,LM-98,Little Meow,Commercial,Micro,Lowrise,Far,Far,5,4,1551,22,27,1776,605
1005,LM-102,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1902,16,20,1621,639
1005,LM-181,Little Meow,Commercial,Micro,Lowrise,Far,Far,3,2,1334,13,16,804,686
1005,LM-198,Little Meow,Commercial,Micro,Lowrise,Far,Far,3,2,1239,13,16,791,686
1005,LM-200,Little Meow,Commercial,Micro,Lowrise,Far,Far,3,2,2142,13,16,800,659
1005,LM-202,Little Meow,Commercial,Micro,Lowrise,Far,Far,3,2,1682,13,16,779,669
1005,LM-232,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,3,1262,16,20,705,606
1005,LM-233,Little Meow,Commercial,Micro,Lowrise,Far,Far,5,4,1262,21,26,704,629
1005,LM-248,Little Meow,Commercial,Micro,Lowrise,Far,Far,4,4,1287,20,24,649,611
1024,LM-110,Little Meow,Residential,Nano,Lowrise,Far,Close,4,4,1066,20,24,1945,278
1024,LM-111,Little Meow,Residential,Nano,Lowrise,Far,Close,5,4,1066,24,29,1923,282
1024,LM-112,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1066,18,22,1912,279
1024,LM-113,Little Meow,Residential,Nano,Lowrise,Far,Close,6,4,1037,24,30,1902,278
1024,LM-114,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,990,16,20,1875,280
1024,LM-115,Little Meow,Residential,Nano,Lowrise,Far,Close,5,4,1025,24,29,1865,283
1024,LM-116,Little Meow,Residential,Nano,Lowrise,Far,Close,2,2,1024,10,12,1856,286
1024,LM-117,Little Meow,Residential,Nano,Lowrise,Far,Close,2,2,1024,10,12,1846,290
1024,LM-119,Little Meow,Residential,Nano,Lowrise,Far,Close,2,2,917,12,14,1828,291
1024,LM-121,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1086,16,20,1899,223
1024,LM-122,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1078,19,23,1877,227
1024,LM-124,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1052,16,20,1855,222
1024,LM-125,Little Meow,Residential,Nano,Lowrise,Far,Close,5,4,1012,24,29,1827,225
1024,LM-126,Little Meow,Residential,Nano,Lowrise,Far,Close,4,4,1044,20,24,1817,227
1024,LM-127,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1040,16,20,1807,232
1024,LM-129,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1033,17,21,1788,237
1024,LM-130,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,922,16,20,1779,236
1024,LM-133,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,704,17,21,1845,158
1024,LM-134,Little Meow,Residential,Nano,Lowrise,Far,Close,5,4,741,20,25,1797,143
1024,LM-135,Little Meow,Residential,Nano,Lowrise,Far,Close,4,4,737,20,24,1760,160
1024,LM-136,Little Meow,Residential,Nano,Lowrise,Far,Close,5,4,724,23,28,1728,168
1024,LM-138,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,753,16,20,1715,153
1024,LM-141,Little Meow,Residential,Nano,Lowrise,Far,Close,9,7,773,36,45,1734,131
1024,LM-142,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,753,18,22,1702,138
1024,LM-143,Little Meow,Residential,Nano,Lowrise,Far,Close,4,4,886,20,24,1799,104
1024,LM-144,Little Meow,Residential,Nano,Lowrise,Far,Close,6,5,745,28,34,1763,102
1024,LM-146,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,491,16,20,1698,89
1024,LM-148,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,753,18,22,1677,108
1024,LM-149,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,600,16,20,1665,94
1024,LM-184,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1082,16,20,1005,172
1024,LM-207,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1192,16,20,935,175
1024,LM-208,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1192,16,20,924,195
1024,LM-209,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1192,16,20,913,216
1024,LM-210,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,1172,18,22,903,237
1024,LM-211,Little Meow,Residential,Nano,Lowrise,Far,Close,4,3,922,16,20,878,287
1059,DZ-44,District ZERO,Commercial,Mini,Lowrise,Far,Close,4,3,2540,16,20,2133,240
1059,DZ-49,District ZERO,Commercial,Mini,Lowrise,Far,Close,4,3,2543,16,20,2113,286
1059,DZ-339,District ZERO,Commercial,Mini,Lowrise,Far,Close,4,3,3003,16,20,2043,156
1059,DZ-376,District ZERO,Commercial,Mini,Lowrise,Far,Close,4,4,2492,20,24,1808,196
1059,DZ-387,District ZERO,Commercial,Mini,Lowrise,Far,Close,5,4,2499,21,26,1813,163
1059,DZ-393,District ZERO,Commercial,Mini,Lowrise,Far,Close,4,3,2401,16,20,1821,126
1059,DZ-394,District ZERO,Commercial,Mini,Lowrise,Far,Close,4,3,2513,18,22,1759,162
1059,DZ-399,District ZERO,Commercial,Mini,Lowrise,Far,Close,4,3,2483,16,20,1767,124
1067,FL-104,Flashing Lights,Residential,Micro,Lowrise,Far,Medium,16,13,2244,65,81,2601,421
1067,FL-176,Flashing Lights,Residential,Micro,Lowrise,Far,Medium,13,11,1520,55,68,1323,405
1069,TG-306,Tranquility Gardens,Commercial,Mini,Lowrise,Far,Close,4,3,3199,16,20,4713,228
1070,TG-18,Tranquility Gardens,Industrial,Micro,Lowrise,Far,Close,9,7,2223,36,45,3220,164
1070,TG-50,Tranquility Gardens,Industrial,Micro,Lowrise,Far,Close,9,7,2084,39,48,3219,295
1070,TG-77,Tranquility Gardens,Industrial,Micro,Lowrise,Far,Close,10,8,1227,43,53,4623,254
1070,TG-82,Tranquility Gardens,Industrial,Micro,Lowrise,Far,Close,10,8,1227,41,51,4625,264
1070,TG-246,Tranquility Gardens,Industrial,Micro,Lowrise,Far,Close,14,11,2286,57,71,4829,133
1070,TG-602,Tranquility Gardens,Industrial,Micro,Lowrise,Far,Close,8,6,1205,33,41,2047,281
1076,HH-895,Haven Heights,Commercial,Mini,Lowrise,Medium,Medium,4,3,2632,19,23,514,569
1076,HH-896,Haven Heights,Commercial,Mini,Lowrise,Medium,Medium,4,3,2690,16,20,485,596
1076,HH-915,Haven Heights,Commercial,Mini,Lowrise,Medium,Medium,4,3,2951,16,20,564,570
1079,LM-41,Little Meow,Commercial,Nano,Lowrise,Far,Far,6,5,761,27,33,2147,1288
1079,LM-46,Little Meow,Commercial,Nano,Lowrise,Far,Far,4,3,597,16,20,2168,1196
1079,LM-47,Little Meow,Commercial,Nano,Lowrise,Far,Far,5,4,704,22,27,2156,1197
1079,LM-61,Little Meow,Commercial,Nano,Lowrise,Far,Far,5,4,475,23,28,2093,1144
1079,LM-62,Little Meow,Commercial,Nano,Lowrise,Far,Far,5,4,1162,24,29,2311,1108
1079,LM-75,Little Meow,Commercial,Nano,Lowrise,Far,Far,4,3,505,17,21,2079,996
1079,LM-81,Little Meow,Commercial,Nano,Lowrise,Far,Far,4,3,759,16,20,2176,937
1079,LM-101,Little Meow,Commercial,Nano,Lowrise,Far,Far,4,3,1200,16,20,1672,607
1079,LM-159,Little Meow,Commercial,Nano,Lowrise,Far,Far,3,2,860,12,15,909,653
1079,LM-219,Little Meow,Commercial,Nano,Lowrise,Far,Far,3,3,835,15,18,749,689
1089,FL-182,Flashing Lights,Residential,Nano,Lowrise,Far,Medium,4,3,1028,16,20,2446,322
1089,FL-183,Flashing Lights,Residential,Nano,Lowrise,Far,Medium,5,4,1028,21,26,2383,343
1089,FL-184,Flashing Lights,Residential,Nano,Lowrise,Far,Medium,6,5,1062,26,32,2445,304
1089,FL-185,Flashing Lights,Residential,Nano,Lowrise,Far,Medium,4,3,1064,16,20,2383,324
1089,FL-246,Flashing Lights,Residential,Nano,Lowrise,Far,Medium,4,3,1068,16,20,3116,323
1089,FL-254,Flashing Lights,Residential,Nano,Lowrise,Far,Medium,4,3,1013,19,23,3178,351
1089,FL-255,Flashing Lights,Residential,Nano,Lowrise,Far,Medium,10,8,987,41,51,3115,340
1096,FL-148,Flashing Lights,Residential,Micro,Lowrise,Far,Far,12,10,1666,51,63,2231,646
1097,LM-105,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1328,16,20,2032,370
1097,LM-106,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1362,16,20,2016,374
1097,LM-107,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,4,1583,20,24,2002,378
1097,LM-201,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1553,16,20,839,476
1097,LM-227,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1435,16,20,772,353
1097,LM-231,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1230,16,20,706,582
1097,LM-242,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1582,16,20,744,305
1097,LM-247,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1253,16,20,650,588
1097,LM-254,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1541,16,20,694,366
1097,LM-257,Little Meow,Residential,Micro,Lowrise,Far,Medium,4,3,1437,18,22,668,373
1107,NS-200,North Star,Commercial,Mini,Lowrise,Medium,Far,4,3,2607,16,20,320,815
1108,NS-768,North Star,Industrial,Micro,Lowrise,Medium,Far,13,10,2284,52,65,438,1054
1108,NS-830,North Star,Industrial,Micro,Lowrise,Medium,Far,11,8,2377,44,55,385,959
1108,NS-902,North Star,Industrial,Micro,Lowrise,Medium,Far,15,12,2059,62,77,541,711
1108,NS-911,North Star,Industrial,Micro,Lowrise,Medium,Far,9,8,1748,40,49,404,832
1112,HH-287,Haven Heights,Commercial,Mini,Lowrise,Medium,Far,4,3,3001,16,20,585,1115
1112,HH-672,Haven Heights,Commercial,Mini,Lowrise,Medium,Far,4,3,2797,16,20,390,1316
1114,SM-27,Space Mind,Commercial,Mini,Lowrise,Far,Medium,6,5,2424,25,31,2024,460
1114,SM-28,Space Mind,Commercial,Mini,Lowrise,Far,Medium,4,3,2623,19,23,1978,504
1114,SM-111,Space Mind,Commercial,Mini,Lowrise,Far,Medium,4,3,2450,16,20,2311,351
1114,SM-115,Space Mind,Commercial,Mini,Lowrise,Far,Medium,4,3,3080,19,23,1907,367
1114,SM-135,Space Mind,Commercial,Mini,Lowrise,Far,Medium,4,3,3090,17,21,1904,313
1114,SM-136,Space Mind,Commercial,Mini,Lowrise,Far,Medium,4,3,3014,16,20,1843,355
